id,code,language_name,other_names,status,num_speakers,language_family,dialects,language_notes,language_notes2,countries,region,coordinates,endangered_status
3499,tsd,Tsakonian,Tsaconia; Tsakonia;,"Severely Endangered (60 percent certain, based on the evidence available)",2000-4000,Indo-European; Greek; Doric,Southern Tsakonian; Northern Tsakonian;,NA,NA,Greece;,Europe,"37.262826, 22.683782; 37.264144, 22.649813; 37.291668, 22.651277; 37.167092, 22.858031",Severely Endangered
1992,huq,Tsat,Utsat; Utset; Huihui; Hui; Hainan Cham; 回輝話; 占語,"Threatened (60 percent certain, based on the evidence available)","<4,000",Austronesian; Malayo-Polynesian; Malayo-Chamic; Chamic,NA,NA,NA,China;,East Asia,"18.25,109.5",Threatened
1526,sek,Tse'khene (Sekani),Tsek'ene; Sekani; Tsek'ehne; Tsek'hene; Tθek'ehne,"Critically Endangered (80 percent certain, based on the evidence available)",59,Athabaskan-Eyak-Tlingit; Athabaskan;,NA,NA,NA,Canada;,North America,"56.6100000, -125.2800000",Critically Endangered
2211,ddo,Tsez,Dido; Cez; цезский язык; დიდოური ენა; цезйас мец; cezyas mec; цез мец; cez mec; Tsuntin; Didoi;,"Threatened (20 percent certain, based on the evidence available)","7,000-8,000",Northeast Caucasian; Daghestanian; Tsezic,Sagadin;,"The Dido language belongs to the northwestern group of Dagestan languages (Avar-Ando-Dido), and has a high degree of inner differentiation (five dialects: the Kidero, Shaitl, Asakh, Shapikh and Sagada). The Sagada dialect is notable for its difference from the others. (The Red Book of the Peoples of the Russian Empire)",NA,Russia;,Caucasus;Europe;East Asia,"42.25,45.75",Threatened
781,hio,Tshwa,Cuaa; Cua; Hiechware; Chware; Tsoa; Sarwa; Shua; Sesarwa; Haitshuari; Hietshware; Hiotshuwau; Hiochuwau; Tshuwau; Chuwau; Gabake-Ntshori; G||abake; Masarwa; Tati; Tati Bushman; Kwe-Etshori Kwee; Kwe; Kwe-Tshori; Haitshuwau; G//abake; Kwee; Tshoa; Cire-cire;,"Threatened (20 percent certain, based on the evidence available)","4,100 (Shua and Tshwa combined)",Khoe; Kalahari,Tsua; Kua; Cua,NA,Tshwa and Shua [shg] form a dialect cluster.,Botswana;Zimbabwe;,Africa,"-22.603869, 26.828613",Threatened
1687,clc,Tsilhqot'in (Chilcotin),Chilcotin; Tinneh; Tsilhqot'in; Tzilkotin;,"Severely Endangered (80 percent certain, based on the evidence available)",765,Athabaskan-Eyak-Tlingit; Dene (Athabaskan),NA,NA,"Spoken in central interior British Columbia, in seven communities: ʔEsdilagh First Nation, Tl'esqox Indian Band, 
Tl'etinqox-T'in Government, Tsi Del Del First Nation, Ulkatchot'en First Nation, Xeni Gwet'in First Nations Government , Yunesit' in Government, and in urban areas, especially Williams Lake.",Canada;,North America,"52.031,-123.1678;",Severely Endangered
3497,tsu,Tsou,Tsu-U; Tsoo; Tsuou; Tsu-Wo; Tzo; Tso; Namakaban; Niitaka; Tibola; Tibolah; Tibolak; Tibolal; Sprache von Formosa; 鄒語,"Endangered (100 percent certain, based on the evidence available)",~1000,Austronesian; Tsouic,Duhtu; Iimutsu; Luhtu; Tapangu; Tfuea,NA,"The Tsouic language has traditionally been divided into the northern branch (Tsou) and the southern branch (Kanakanabu and Saaroa).

The Kanakanabu people and the Saaroa people, who had long been classified under the Tsou nationality, have been officially recognized as two independent ethnic groups in June 26, 2014.",Taiwan;,East Asia,"23.5,120.75",Endangered
3490,ttz,Tsum,Tsumge,"Threatened (20 percent certain, based on the evidence available)","4,790",Sino-Tibetan; Bodish,NA,NA,NA,Nepal;,South Asia,"28.4723,85.008",Threatened
1529,srs,Tsuut'ina,Sarcee; Sarsi; Tsutina; Tsuu T'ina;,"Critically Endangered (80 percent certain, based on the evidence available)",47,Athabaskan-Eyak-Tlingit; Athabaskan;,NA,NA,NA,Canada;,North America,"52.5,-116.0",Critically Endangered
7769,tvd,Tsuvadi,Kambari; Avadi; Abadi; Evadi; Kamberi; Ibeto; Tsuva'di,"At risk (20 percent certain, based on the evidence available)","150,000",Niger-Congo; Atlantic-Congo; Benue-Congo; Kainji,NA,NA,NA,Nigeria;,Africa,NA,At Risk
3813,two,Tswapong,Setswapong;,"Threatened (20 percent certain, based on the evidence available)","2,000",Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,NA,NA,NA,Botswana;,Africa,NA,Threatened
2449,pmt,Tuamotuan,Pa'umotu;,"Vulnerable (20 percent certain, based on the evidence available)","14,400",Austronesian; Malayo-Polynesian; Oceanic; Polynesian,Tapuhoe; Reao; Vahitu; Fangatau; Parata; Napuka; Marangai;,NA,NA,French Polynesia;,Pacific,"-17.0,-144.0",Vulnerable
6513,tub,Tubatulabal,Tübatulabal; Kern River; Kern;,"Critically Endangered (80 percent certain, based on the evidence available)",1,Uto-Aztecan; Northern Uto-Aztecan,NA,NA,NA,USA;,North America,"35.6444,-118.5183",Critically Endangered
10479,NA,Tuha,Uyghur Uryangkha; Uighur Uryangkhai; Khövsgöl Uryangkhay; Khövsgöl Uryangkhai; уйгуро-урянхайский; Soyot Uryangkhai; Soyed,"Critically Endangered (100 percent certain, based on the evidence available)",<20,Turkic; Siberian Turkic; Sayan Turkic,NA,NA,"For taxonomic and language revitalization purposes, Uighur Uryangkhai is best recognized as a separate language (Juha Janhunen, p.c.).",Mongolia;,East Asia,"50.95334449, 101.64276123; 50.55527045, 101.58782959; 50.77479702, 100.80343366; 50.61994765, 101.85587883",Critically Endangered
2129,tuo,Tukano,"Tucano; Tukána; Tukana; Takuna; Daxsea; Dasea; Ye'pâ-masa,","Vulnerable (20 percent certain, based on the evidence available)","13,996",Tucanoan; Eastern Tucanoan,"Papihua, Papiwa, Pisamira, Pisatapuyo, Pisa-tapuyo, Wasona (Uasona), Yohoraa (Curaua)",NA,"Tukano is a widely-spoken lingua franca in the region.
     It is difficult to get an accurate count of speakers; sources vary considerably for this, and it is difficult to get figures for the speakers in Colombia. Confusion seems to come from the fact that many use Tukano as a second language, and some counts lump all speakers of all Tukanoan languages together under the label ""Tukano"".
     Socioambiental (2014) has population numbers: 6241 (Dsei/Foirn, 2005) in Brazil, 6,330 (1988) in Colombia (and 11 (INE, 2001) in Venezuela), but seems to be including ALL Tukanoan languages in that – Crevels' (2012) numbers may be complicated by this. 
    In Colombia, the ""Informe preliminar: auto-diagnostico sociolingüístico de la lengua tucano"" (2009, done for the Ministry of Culture) identified 1,460 speakers of Tukano from an ethnic population of about 2104.

",Brazil;Colombia;,South America,"0.5,-69.1666666667",Vulnerable
10453,NA,Tule,Tulai,Dormant (),0,Afro-Asiatic; Chadic; West Chadic,NA,NA,NA,Nigeria;,Africa,NA,Dormant
5094,tey,Tulishi,Tulesh; Thulishi; Kuntulishi; Tuleshi;,"Threatened (20 percent certain, based on the evidence available)","~2,500",Kadu,Kamda; Tulishi; Dar El Kabira;,NA,NA,Sudan;,Africa,"11.5984, 29.0917",Threatened
5872,hnu-tou,Tum,Toum,"Endangered (40 percent certain, based on the evidence available)","~1,000",Austro-Asiatic; Vietic; Pong-Chut,NA,NA,Some consider Tum a dialect of Hung.,Laos;,Southeast Asia,NA,Endangered
5035,kku,Tumi,Tutumi; Kitimi;,"Threatened (20 percent certain, based on the evidence available)","2,270",Niger-Congo; Atlantic-Congo; Benue-Congo; Kainji,NA,NA,NA,Nigeria;,Africa,NA,Threatened
10521,tmq,Tumleo,NA,"Endangered (20 percent certain, based on the evidence available)",610,Austronesian; Malayo-Polynesian; Oceanic; North New Guinea,NA,NA,NA,Papua New Guinea;,Pacific,"-3.12, 142.40",Endangered
5111,tbr,Tumtum,NA,"Threatened (20 percent certain, based on the evidence available)","7,300",Kadu,Tumtum; Talassa; Karondi;,NA,NA,Sudan;,Africa,"10.477, 30.4321",Threatened
10467,NA,Tunayana,Katuena,"Critically Endangered (80 percent certain, based on the evidence available)",<10,Cariban; Parukotoan,NA,NA,"Some consider Tunayana a dialect of Waiwai, for example Ethnologue (2016).",Guyana;Suriname;,South America,"2.356611, -56.794210",Critically Endangered
3029,enh,Tundra Enets,Somatu Enets; Madu; тундровый энецкий; сомату; Yenisei Samoyed; онаь базаан; ona' bazaan; enetj; enets; Yenisey; Jenissei-Dialekt; Jenisei; Enets; Jenisej-Samojedisch; Enzisch; Yenisey Samoyedic; iénisséi; enete; èncy; Yensisei-Samoyed; Yenisei Samoyedic; Yenisei Somoyed; Enec; Yenets; Yenisey-Samoyedic; Eńeć; Samojedi; Samojedimanzela; enyec nyelv; enetsin kieli;,"Critically Endangered (100 percent certain, based on the evidence available)",~30,Uralic; Samoyedic,NA,NA,NA,Russia;,Caucasus;Europe;East Asia,"67.5,86.5",Critically Endangered
2062,yrk-tun,Tundra Nenets,Tundra Yurak; Bol'shezemel'sk Nenets; tundranenetsi; тундровый ненецкий язык; nyenetsya' vada; Dialekt der Tundrajuraken; ненэцяʼ вада; нешанский язык; нещанский язык;,"Endangered (60 percent certain, based on the evidence available)","20,000",Uralic; Samoyedic,NA,NA,NA,Russia;,Caucasus;Europe;East Asia,"67.033163,71.176756",Endangered
3024,ykg,Tundra Yukagir,Northern Yukagir; Vadul Yukaghir; cеверноюкагирский язык; вадульский юкагирский язык; pohjoisjukagiirin kieli; Вадун аруу,"Critically Endangered (80 percent certain, based on the evidence available)",<50,Yukaghir,Omok (extinct),The genetically isolated Yukaghir language has been regarded as one of the Paleo-Asiatic languages. It has been hypothesized that the Yukaghir language is related to the Uralic languages. (The Red Book of the Peoples of the Russian Empire),NA,Russia;,Caucasus;Europe;East Asia,"69.0,155.0",Critically Endangered
3527,"tbn, tnb, tnd, tuf",Tunebo,Uwa; U'wa; U'w Cuwa; U'w Kuwa; Sínsiga; Cobaría; Tegría; Pedraza,"Threatened (20 percent certain, based on the evidence available)","7,231",Chibchan; Magdalenic,Cobaría; Tegría; Agua Blanca; Barro Negro,NA,"Ethnologue gives 4 Tunebo languages (in a subbranch of Chibchan they call Cundicocuyese):
Tunebo, Angosturas  [tnd] 
Tunebo, Barro Negro  [tbn] 
Tunebo, Central  [tuf] 
Tunebo, Western  [tnb].

Others have only one (see Constenla Umaña 2012).
",Colombia;,South America,"6.4463, -72.0483",Threatened
4586,tug,Tunia,Tounia; Tunya; Tun;,"Threatened (20 percent certain, based on the evidence available)","2,260",Niger-Congo; Atlantic-Congo; North Volta-Congo; Adamawa,Tunya; Perim;,NA,NA,Chad;,Africa,NA,Threatened
8969,tun,Tunica,Tonika; Tunixka,Awakening (),NA,Isolate; North American,NA,NA,NA,USA;,North America,"31.126700, -92.066100",Awakening
5053,tqq,Tunni,Af-Tunni;,"Vulnerable (20 percent certain, based on the evidence available)","23,000",Afro-Asiatic; Cushitic; Lowland East Cushitic,NA,NA,NA,Somalia;,Africa,NA,Vulnerable
4119,dza,Tunzu,Dugusa; Duguza,"Threatened (60 percent certain, based on the evidence available)","~2,500",Niger-Congo; Atlantic-Congo; Benue-Congo; Kainji,NA,NA,NA,Nigeria;,Africa,"9.9039, 9.1186",Threatened
557,ttf,Tuotomb,Ponek; Bonek; Tuotom;,"Endangered (20 percent certain, based on the evidence available)","<1,000",Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,NA,NA,NA,Cameroon;,Africa,"4.4449, 10.371",Endangered
2127,tpr,Tuparí,Tupari;,"Endangered (20 percent certain, based on the evidence available)",276,Tupian; Tuparian,NA,NA,NA,Brazil;,South America,"-12.0876,-62.4792",Endangered
2695,trh,Turaka,NA,"Severely Endangered (20 percent certain, based on the evidence available)",25,Trans-New Guinea; Dagan,NA,NA,NA,Papua New Guinea;,Pacific,"-9.796,149.447",Severely Endangered
3507,trd,Turi,NA,"Threatened (20 percent certain, based on the evidence available)","2,000",Austro-Asiatic; Munda; North Munda; Kherwarian,NA,NA,NA,India;,South Asia,"21.8411,87.2973",Threatened
3502,tru,Turoyo,Ṭurōyō; Suryoyo; Syryoyo; Turani; Süryani;,"Vulnerable (20 percent certain, based on the evidence available)","84,000",Afro-Asiatic; Semitic; Aramaic,Iwardo; Anhil; Midyat; Raite; Midin; Kfarze;,NA,NA,Turkey;Iraq;Syria;Lebanon;,Europe;Near East,"37.1900, 40.4416",Vulnerable
3512,tqm,Turumsa,NA,"Critically Endangered (20 percent certain, based on the evidence available)",5,Unclassified; Doso-Turumsa?,NA,NA,NA,Papua New Guinea;,Pacific,"-7.93,  142.57",Critically Endangered
1168,tus,Tuscarora,Skarohreh;,"Critically Endangered (80 percent certain, based on the evidence available)",2-3,Iroquoian; Northern Iroquoian,NA,NA,NA,USA;Canada;,North America,"43.0877,-79.0627; 43.072,-80.015",Critically Endangered
2447,tmi,Tutuba,NA,"Threatened (60 percent certain, based on the evidence available)",120,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-15.5727,167.275",Threatened
7309,tyv,Tuva,Tuvin; Tyva; Tuvan; Tuvia; Tokha; Soyot; Soyon; Soyod; Tannu-Tuva; Tuba; Tuvinian; Uriankhai; Uriankhai-Monchak; Uryankhai; Diba; Kök Mungak; Tuwa; Uryankhai-Monchak; Tuva-Uriankhai; Tuwa-Uriankhai; Sayan Samoyedic; Urjanchaisch; Sojonisch; Sojotisch; Tuvinisch; Uriangkhai; Karagas; South Siberian Turkic; тыва дыл; tyva dyl; тувинский язык; Тува хэл; Tuvaca,"At risk (20 percent certain, based on the evidence available)","242,754",Turkic; Siberian Turkic; Sayan Turkic,NA,NA,NA,Russia;China;Mongolia;,Caucasus;Europe;East Asia,"51.7134, 94.3945",At Risk
3487,tvl,Tuvaluan,Ellice; Ellicean; Tuvalu;,"Vulnerable (80 percent certain, based on the evidence available)","~9,000",Austronesian; Malayo-Polynesian; Oceanic; Polynesian,North Tuvaluan; South Tuvaluan;,NA,NA,Nauru;New Zealand;Fiji;Kiribati;Tuvalu;,Pacific,"-8.5,179.166666667",Vulnerable
3452,tww,Tuwari,Akiapmin,"Severely Endangered (20 percent certain, based on the evidence available)",90,Unclassified; Leonhard Schultze?,NA,NA,NA,Papua New Guinea;,Pacific,"-4.80, 142.09",Severely Endangered
5467,bov,Tuwuli,Bowili; Bowiri; Liwuli; Siwuri; Bawuli; Tuwili;,"Vulnerable (20 percent certain, based on the evidence available)","~11,000",Niger-Congo; Atlantic-Congo; Kwa,NA,NA,NA,Ghana;,Africa,"7.0572, .3845",Vulnerable
2124,tue,Tuyuka,Tuyuca; Dochkafuara; Tejuca,"Threatened (20 percent certain, based on the evidence available)","~1,442",Tucanoan; Eastern Tucanoan,NA,NA,NA,Brazil;Colombia;,South America,"0.5,-70.0833333333",Threatened
532,twn,Twendi,Cambap; Tiwa (Northern);,"Severely Endangered (60 percent certain, based on the evidence available)",~30,Niger-Congo; Atlantic-Congo; Benue-Congo; Northern Bantoid,NA,NA,NA,Cameroon;,Africa,"6.120244, 11.488438",Severely Endangered
3441,tzj,Tz'utujil,Tzutuhil; Tzutujil;,"Vulnerable (20 percent certain, based on the evidence available)","47,669",Mayan; K'ichean,NA,NA,NA,Guatemala;,"Mexico, Central America, Caribbean","14.6394, -91.2301",Vulnerable
8602,"tzb, tzh",Tzeltal,Tseltal; Tzendal,"At risk (20 percent certain, based on the evidence available)","261,084",Mayan; Ch'olan-Tseltalan,"Bachajón, Oxchuc; Amatenango del Valle; Chanal, Cancuc, Tenango, Tenejapa, Eastern Tzeltal, Highland Tzeltal.",NA,"Ethnologue distinguishes Bachajón Tzeltal and Oxchuc Tzeltal as separate languages, though most linguists see these only as variants of a single Tzeltal language.",Mexico;,"Mexico, Central America, Caribbean","16.64, -92.28",At Risk
8603,"tzc, tze, tzu, tzs, tzo, tzz",Tzotzil,Ts'ots'il,"At risk (20 percent certain, based on the evidence available)","229,203",Mayan; Ch'olan-Tseltalan,Chamula; Chenalhó; Huixtán; San Andrés Larrainzar; Venustiano Carranza; Zinacantán,NA,Ethnologue distinguishes 6 varieties of Tzotzil as independent languages where other linguists find only a single Tzotzil language.,Mexico;,"Mexico, Central America, Caribbean","16.64, -92.74",At Risk
3405,uuu,U,Puman; P'uman; Pouma; Angku; Āng-kú; 烏語,"Threatened (20 percent certain, based on the evidence available)","40,000",Austro-Asiatic; Palaungic; East Palaungic; Angkuic,NA,NA,NA,China;,East Asia,"23.4844,99.8404",Threatened
9149,aoz,Uab Meto,Atoni; Meto; Uab Atoni Pah Meto; Uab Pah Meto; Timor; Timorese; Timol; Timoreesch; Timoreezen; Dawan (pejorative); Timor Dawan; Rawan; Orang Gunung;,"At risk (20 percent certain, based on the evidence available)","700,000",Austronesian; Malayo-Polynesian; Timor,Biboki-Insana; Amfoan-Fatule'u-Amabi; Amanuban-Amanatun; Kusa-Manlea; Mollo-Miomafo;,NA,NA,Indonesia;,Southeast Asia,"-9.77, 124.14",At Risk
2595,ubi,Ubi,Oubi,"Vulnerable (80 percent certain, based on the evidence available)","~1,500",Afro-Asiatic; Chadic; East Chadic,NA,NA,NA,Chad;,Africa,"12.1534, 18.6946",Vulnerable
8593,uda,Uda,NA,"Threatened (20 percent certain, based on the evidence available)","<10,000",Niger-Congo; Atlantic-Congo; Benue-Congo; Delta Cross,NA,NA,NA,Nigeria;,Africa,"4.70, 8.07",Threatened
3021,ude,Udege,Udihe; Udeghe; удэгейский язык; удэйский язык; Удиэ; Udekhe; Udegeis; Udehe; Sprache der Udehe; Udeheische;,"Critically Endangered (80 percent certain, based on the evidence available)",<100,"Tungusic; Southern Tungusic; Amur Tungusic
",Bikin; Iman; Sikhota Alin; Anjuski; Khor; Samargin; Khungari,NA,NA,Russia;,Caucasus;Europe;East Asia,"47.6666666667,136.25",Critically Endangered
3011,udi,Udi,удин муз; удинский язык; უდიური ენა; udin muz; Udi dili; Uti; Udin;,"Endangered (100 percent certain, based on the evidence available)","~5,500",Northeast Caucasian; Daghestanian; Lezgic,Zinobiani; Nidzh; Oghuz;,NA,NA,Russia;Azerbaijan;Georgia;,Caucasus;Europe;East Asia,"41.0,48.0",Endangered
3010,udm,Udmurt,Votyak; удмурт кыл; удмуртский язык; вотяцкий язык; udmurt kyl; Ud-murt; Wotjakisch; Votiak; Udmurty; Votiak; Votjakisch; Udmurtskij Jazyk; Wotiaki;,"Threatened (60 percent certain, based on the evidence available)","324,338",Uralic; Permian,South Udmurt; North Udmurt;,NA,NA,Russia;,Caucasus;Europe;East Asia,"57.5,52.5",Threatened
3435,ugo,Ugong,Lawa; 'Ugong; Gong; Ugawng; Kanburi Lawa;,"Critically Endangered (100 percent certain, based on the evidence available)",50,Sino-Tibetan; Lolo-Burmese,Kok Chiang; Suphanburi;,NA,NA,Thailand;,Southeast Asia,NA,Critically Endangered
5845,uis,Uisai,NA,"Threatened (20 percent certain, based on the evidence available)","2,500",South Bougainville; Buin,NA,NA,NA,Papua New Guinea;,Pacific,"-6.56,  155.71",Threatened
2798,udj,Ujir,Udjir; Aru;,"Endangered (20 percent certain, based on the evidence available)",980,Austronesian; Malayo-Polynesian; Aru,NA,NA,NA,Indonesia;,Southeast Asia,"-5.6105,134.2776",Endangered
565,ukh,Ukhwejo,Benkonjo;,"Threatened (20 percent certain, based on the evidence available)","<2,000",Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,Ukhwejo; Kamsili; Bikaka; Piiga;,NA,NA,Central African Republic;,Africa,"3.3626, 16.0565",Threatened
3425,umi,Ukit,NA,"Endangered (20 percent certain, based on the evidence available)",120,Austronesian; Malayo-Polynesian; North Borneo; Melanau-Kajang,NA,NA,NA,Malaysia;,Southeast Asia,"1.57, 114.58",Endangered
